id,age,gender,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,brake_type,brake_pad_wear,brake_fluid_level,ABS,traction_control,average_speed,braking_habits,following_distance,brake_response_time,outcome
260636,1,1,10-19y,university,working class,0.278562233,1,before 2015,0,0,10238,13000.0,sedan,0,0,0,Drum,30%,Medium,0,0,60,Conservative,2 car length,0.5,0
90623,1,1,10-19y,none,working class,0.421747684,0,before 2015,0,1,92101,,sports car,1,0,1,Drum,70%,Medium,0,0,85,Aggressive,3 car length,0.7,1
454230,3,1,20-29y,university,upper class,0.620475313,1,after 2015,0,0,10238,20000.0,sedan,2,0,0,Drum,50%,Low,0,0,60,Conservative,4 car length,0.4,0
8852,1,0,10-19y,high school,middle class,0.668981211,1,before 2015,0,1,32765,,sports car,3,0,0,Drum,50%,High,0,0,70,Normal,1 car length,0.6,0
81701,3,1,30y+,high school,middle class,0.698484359,1,before 2015,1,0,10238,8000.0,sedan,1,0,8,Drum,10%,Medium,0,0,85,Normal,2 car length,0.9,0
47095,1,0,10-19y,none,poverty,0.368117915,1,before 2015,0,0,10238,17000.0,sedan,0,1,0,Drum,30%,Medium,0,0,60,Conservative,4 car length,0.4,1
96376,0,0,0-9y,none,poverty,0.30929531,0,before 2015,0,1,32765,13000.0,sedan,0,0,0,Drum,50%,Medium,0,0,40,Aggressive,4 car length,0.4,1
918589,1,0,10-19y,none,poverty,,0,before 2015,0,0,32765,15000.0,sedan,2,0,0,Drum,90%,High,0,0,85,Conservative,1 car length,0.6,1
403742,0,0,0-9y,high school,poverty,0.389078129,0,before 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,70%,Medium,0,0,70,Aggressive,3 car length,0.5,1
920656,1,1,0-9y,university,upper class,0.446658454,1,before 2015,1,1,10238,3000.0,sedan,0,0,0,Drum,30%,Medium,1,1,55,Normal,4 car length,0.7,0
473544,1,0,10-19y,university,middle class,0.496375942,1,before 2015,1,1,10238,,sedan,2,0,1,Drum,90%,High,0,0,70,Normal,1 car length,0.7,0
72568,3,0,30y+,high school,upper class,0.570407178,1,after 2015,1,1,10238,11000.0,sedan,2,0,3,Disc,70%,Medium,0,1,90,Normal,1 car length,0.9,0
80089,2,0,20-29y,university,upper class,0.79721875,1,after 2015,1,1,10238,7000.0,sedan,2,0,1,Disc,50%,High,1,0,70,Normal,4 car length,0.4,0
853693,1,1,10-19y,none,middle class,0.429244859,1,after 2015,1,1,92101,11000.0,sedan,3,0,1,Disc,50%,Low,0,0,70,Normal,1 car length,0.4,0
690509,3,0,30y+,high school,upper class,0.481507055,1,after 2015,1,1,10238,11000.0,sedan,3,0,4,Disc,70%,Medium,1,1,70,Normal,3 car length,1.0,0
446055,1,0,10-19y,high school,working class,0.59870359,1,before 2015,0,1,32765,8000.0,sedan,1,0,0,Drum,50%,Low,0,0,55,Conservative,1 car length,0.4,0
881386,2,0,20-29y,university,upper class,0.567737607,1,after 2015,1,1,10238,11000.0,sedan,0,0,3,Disc,30%,Medium,0,0,40,Normal,3 car length,0.7,0
22899,0,1,0-9y,university,working class,0.579561608,1,after 2015,0,1,21217,11000.0,sedan,0,0,0,Drum,70%,Low,1,0,85,Conservative,1 car length,0.4,1
268247,0,1,0-9y,university,middle class,0.458979127,0,before 2015,0,1,10238,12000.0,sedan,0,0,0,Drum,90%,Medium,0,0,85,Normal,3 car length,0.6,1
876300,3,0,10-19y,none,working class,0.560433091,0,before 2015,1,1,10238,9000.0,sedan,0,0,1,Drum,70%,Low,0,0,70,Normal,2 car length,1.0,0
209500,3,1,30y+,high school,upper class,0.47494492,1,before 2015,1,1,32765,10000.0,sedan,5,2,3,Drum,50%,Medium,1,1,55,Normal,1 car length,1.0,0
215555,3,0,30y+,university,upper class,0.63189391,1,after 2015,1,1,21217,,sedan,3,0,1,Drum,90%,Medium,1,0,90,Normal,2 car length,0.9,1
229417,0,1,0-9y,high school,middle class,0.342991968,1,before 2015,0,0,32765,11000.0,sedan,0,0,0,Drum,50%,High,0,0,60,Conservative,3 car length,0.7,0
561094,0,0,0-9y,none,working class,0.372607232,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,10%,High,0,0,70,Aggressive,3 car length,0.5,1
391837,3,1,20-29y,high school,working class,0.3133649,1,before 2015,0,1,10238,16000.0,sedan,0,0,2,Drum,50%,Medium,0,0,40,Conservative,1 car length,0.9,0
429676,3,0,0-9y,university,upper class,0.710554182,0,after 2015,1,1,10238,6000.0,sedan,0,0,0,Disc,30%,High,1,0,70,Normal,3 car length,1.0,0
354117,0,1,0-9y,high school,middle class,0.56929906,1,before 2015,0,1,10238,16000.0,sedan,0,0,0,Drum,90%,Low,0,0,70,Aggressive,4 car length,0.6,0
992537,0,0,0-9y,none,poverty,0.350298614,0,before 2015,1,1,10238,,sedan,0,0,0,Drum,30%,High,0,0,40,Normal,1 car length,0.7,1
983202,0,0,0-9y,high school,poverty,0.125876021,0,before 2015,0,0,10238,13000.0,sedan,0,0,0,Drum,30%,Medium,0,0,90,Aggressive,2 car length,0.7,1
967276,3,0,20-29y,university,upper class,0.472497272,1,before 2015,1,1,32765,8000.0,sedan,5,0,0,Drum,30%,Low,1,0,85,Normal,4 car length,0.8,0
41793,3,0,30y+,high school,middle class,0.476983911,0,before 2015,1,1,10238,,sedan,7,1,7,Drum,50%,Medium,0,0,70,Normal,2 car length,0.9,0
584478,2,1,20-29y,high school,middle class,0.52013398,0,before 2015,0,0,10238,15000.0,sedan,0,1,4,Drum,50%,Low,0,0,90,Normal,3 car length,0.6,0
776567,0,0,0-9y,high school,working class,0.361979769,1,before 2015,1,1,32765,9000.0,sedan,0,0,0,Drum,30%,Low,0,0,70,Normal,1 car length,0.6,1
817281,3,1,10-19y,high school,upper class,0.649305197,1,after 2015,1,0,10238,,sedan,0,0,2,Drum,10%,Low,1,1,85,Normal,3 car length,0.5,0
323683,1,1,10-19y,university,upper class,0.614605554,1,before 2015,1,0,10238,13000.0,sedan,2,0,2,Drum,30%,Medium,0,1,55,Normal,1 car length,0.5,0
693802,3,1,20-29y,high school,upper class,0.500780933,1,before 2015,1,1,10238,12000.0,sedan,3,1,4,Drum,70%,Low,0,1,55,Normal,2 car length,0.8,0
542178,2,0,20-29y,university,upper class,0.434286883,1,before 2015,1,1,10238,8000.0,sedan,2,0,3,Drum,50%,Low,1,0,60,Normal,2 car length,0.6,0
974769,1,0,10-19y,university,upper class,0.738794265,1,after 2015,1,0,32765,7000.0,sedan,1,1,2,Disc,10%,Low,1,1,60,Normal,4 car length,0.6,0
348914,3,1,30y+,university,upper class,0.611025805,1,before 2015,1,1,32765,11000.0,sedan,9,2,0,Drum,10%,Medium,0,0,55,Aggressive,1 car length,1.0,0
359584,0,0,0-9y,high school,poverty,0.478517181,0,before 2015,0,0,32765,,sedan,0,0,0,Drum,30%,High,0,0,85,Normal,1 car length,0.5,1
804909,1,0,0-9y,none,working class,0.661762317,0,before 2015,0,0,32765,12000.0,sedan,0,0,0,Drum,90%,High,0,0,60,Aggressive,1 car length,0.7,1
283904,2,1,20-29y,high school,middle class,0.541306429,0,after 2015,1,1,10238,15000.0,sedan,3,1,5,Disc,90%,Medium,0,0,90,Normal,3 car length,0.5,0
170475,2,0,0-9y,high school,middle class,0.500021387,0,after 2015,1,1,10238,7000.0,sedan,0,0,0,Disc,70%,Low,1,0,60,Normal,2 car length,0.4,1
46953,0,0,0-9y,high school,working class,0.371996621,1,after 2015,0,0,32765,13000.0,sedan,0,0,0,Disc,70%,Medium,1,0,85,Normal,1 car length,0.4,1
383201,1,1,10-19y,university,middle class,0.373351748,1,after 2015,0,1,32765,12000.0,sedan,2,0,1,Disc,50%,Medium,0,0,90,Aggressive,1 car length,0.4,0
899525,2,1,10-19y,high school,working class,0.367699947,0,before 2015,0,1,10238,11000.0,sedan,3,0,1,Drum,30%,Medium,0,0,55,Normal,1 car length,0.5,1
317463,0,0,0-9y,university,middle class,0.516627562,1,before 2015,1,1,32765,11000.0,sports car,0,0,0,Drum,30%,High,0,0,70,Normal,4 car length,0.6,0
326735,0,1,0-9y,none,poverty,,0,before 2015,0,0,10238,13000.0,sedan,0,0,0,Drum,30%,Medium,0,0,55,Normal,2 car length,0.6,1
687918,2,1,0-9y,university,middle class,0.37997693,1,before 2015,1,1,32765,8000.0,sedan,0,0,0,Drum,90%,High,0,0,70,Normal,2 car length,0.6,0
940917,1,0,10-19y,none,poverty,0.290658578,0,before 2015,0,1,10238,11000.0,sedan,0,0,0,Drum,50%,Medium,0,0,55,Conservative,3 car length,0.5,1
524531,3,1,0-9y,university,upper class,0.566480354,1,after 2015,1,1,92101,13000.0,sedan,0,0,0,Disc,50%,Medium,1,1,90,Normal,4 car length,0.6,1
479053,3,1,0-9y,university,upper class,0.65375394,1,before 2015,1,1,10238,12000.0,sedan,0,0,0,Drum,70%,Low,1,0,85,Normal,2 car length,0.8,0
394712,2,0,20-29y,university,upper class,0.780326021,1,before 2015,1,1,10238,11000.0,sedan,3,2,2,Drum,70%,Low,0,1,85,Normal,4 car length,0.6,0
91223,2,1,10-19y,university,upper class,0.475641557,1,before 2015,0,1,32765,11000.0,sedan,3,0,1,Drum,10%,Low,1,0,40,Conservative,1 car length,0.6,0
193127,0,1,0-9y,high school,poverty,0.417137904,0,before 2015,0,1,32765,9000.0,sedan,0,0,0,Drum,70%,Low,0,0,85,Conservative,3 car length,0.4,1
699351,0,1,0-9y,university,poverty,0.306240574,0,before 2015,0,0,10238,,sedan,0,0,0,Drum,50%,High,0,0,70,Aggressive,1 car length,0.5,1
621378,2,0,20-29y,high school,middle class,0.65425227,1,before 2015,1,1,10238,14000.0,sedan,0,0,5,Drum,90%,High,0,0,40,Normal,1 car length,0.6,0
808297,2,0,20-29y,university,upper class,0.631372937,1,before 2015,1,1,10238,,sedan,1,0,1,Drum,90%,Medium,1,0,40,Normal,1 car length,0.6,0
392873,1,0,10-19y,university,upper class,0.727102184,1,after 2015,1,0,32765,10000.0,sedan,1,0,1,Disc,70%,Low,1,0,70,Normal,2 car length,0.5,0
881691,1,0,10-19y,university,middle class,0.636389702,0,after 2015,0,1,10238,14000.0,sedan,2,0,1,Disc,30%,Low,0,1,90,Aggressive,4 car length,0.6,0
230742,0,0,0-9y,university,middle class,0.600271551,1,before 2015,0,1,32765,11000.0,sedan,0,0,0,Drum,30%,High,0,0,40,Normal,4 car length,0.4,1
560257,1,1,10-19y,high school,working class,0.356355225,1,before 2015,0,1,10238,11000.0,sedan,0,0,2,Drum,70%,High,0,0,60,Conservative,2 car length,0.5,0
496641,3,0,30y+,none,upper class,,1,before 2015,1,0,32765,14000.0,sedan,2,1,0,Drum,70%,Low,1,1,90,Normal,2 car length,0.9,0
414136,0,1,0-9y,none,poverty,0.278059273,0,before 2015,0,0,32765,13000.0,sedan,0,0,0,Drum,90%,High,0,0,85,Aggressive,3 car length,0.7,1
786140,1,1,10-19y,university,middle class,0.473469443,1,before 2015,0,0,10238,,sedan,1,0,1,Drum,30%,Low,0,0,85,Aggressive,3 car length,0.6,0
830971,2,0,0-9y,high school,middle class,0.570550119,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,10%,Medium,0,0,90,Normal,4 car length,0.4,1
932512,3,1,30y+,university,upper class,0.615016452,1,after 2015,1,1,92101,12000.0,sedan,7,1,2,Drum,30%,High,1,1,60,Normal,1 car length,0.7,0
613882,2,0,10-19y,university,upper class,0.638239848,1,before 2015,1,1,10238,,sedan,3,0,0,Drum,30%,High,1,0,55,Normal,4 car length,0.7,0
879172,1,0,10-19y,none,poverty,0.368740575,0,before 2015,0,1,10238,10000.0,sedan,0,1,0,Drum,30%,Medium,0,0,70,Aggressive,2 car length,0.4,1
500659,2,1,20-29y,university,upper class,0.530129679,1,before 2015,1,1,10238,7000.0,sedan,7,1,7,Drum,90%,Low,0,1,70,Normal,3 car length,0.7,0
201965,0,1,0-9y,high school,working class,0.29377348,1,after 2015,1,0,10238,15000.0,sedan,0,0,0,Disc,10%,Low,1,0,90,Normal,2 car length,0.7,0
197083,2,1,0-9y,high school,middle class,0.496348566,1,before 2015,1,1,32765,9000.0,sedan,0,0,0,Drum,30%,Low,0,0,70,Normal,1 car length,0.6,1
498176,2,0,0-9y,high school,upper class,0.567424851,1,before 2015,0,0,32765,,sedan,0,0,0,Drum,70%,Low,1,1,70,Conservative,2 car length,0.6,1
645105,3,1,0-9y,university,upper class,,1,after 2015,1,1,32765,7000.0,sedan,0,0,0,Disc,90%,Low,1,0,70,Normal,3 car length,0.5,0
188850,2,0,20-29y,none,middle class,0.510451901,1,before 2015,1,1,10238,13000.0,sedan,2,0,0,Drum,30%,High,0,0,90,Normal,3 car length,0.7,0
868965,2,1,20-29y,high school,upper class,0.625984555,1,after 2015,1,1,10238,9000.0,sedan,5,0,4,Disc,30%,High,0,0,90,Normal,4 car length,0.4,0
85611,0,0,0-9y,none,poverty,0.274296595,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,50%,High,0,0,40,Aggressive,3 car length,0.6,1
799734,1,1,0-9y,university,upper class,0.399519737,1,before 2015,0,0,10238,12000.0,sedan,0,0,0,Drum,90%,Medium,0,0,60,Aggressive,2 car length,0.6,1
537020,3,0,20-29y,university,upper class,0.613102746,1,before 2015,1,1,32765,11000.0,sedan,2,0,1,Drum,70%,Low,1,1,85,Normal,2 car length,0.8,0
80785,1,0,10-19y,university,middle class,0.527050278,1,before 2015,1,0,10238,14000.0,sedan,0,0,0,Drum,10%,Medium,0,0,70,Normal,3 car length,0.7,1
812307,2,0,20-29y,none,middle class,,1,before 2015,0,1,10238,,sedan,4,0,0,Drum,30%,Low,0,0,70,Aggressive,2 car length,0.6,0
195369,0,1,0-9y,high school,working class,0.30527798,1,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,30%,Low,0,0,90,Normal,4 car length,0.7,0
986735,3,1,0-9y,none,middle class,0.388318726,0,before 2015,1,1,32765,6000.0,sedan,0,0,0,Drum,50%,Low,0,0,90,Normal,2 car length,1.0,1
760083,3,0,30y+,university,upper class,0.7317511,0,before 2015,0,1,10238,11000.0,sports car,3,1,3,Drum,90%,High,1,0,60,Conservative,3 car length,0.9,0
905839,3,0,20-29y,university,upper class,0.761914228,1,after 2015,1,1,32765,4000.0,sedan,3,0,2,Drum,70%,Low,0,0,40,Normal,4 car length,0.5,0
659258,3,0,20-29y,high school,upper class,0.564394516,1,after 2015,1,1,10238,8000.0,sedan,1,1,1,Drum,30%,Low,1,0,85,Normal,4 car length,0.4,0
775896,1,0,10-19y,high school,middle class,0.513679401,1,before 2015,1,1,32765,10000.0,sedan,0,0,0,Drum,30%,Medium,0,0,70,Normal,3 car length,0.6,1
268472,1,1,10-19y,high school,working class,0.530156161,0,before 2015,1,1,10238,,sedan,2,0,2,Drum,30%,Low,0,0,85,Normal,4 car length,0.7,0
470492,3,0,30y+,high school,upper class,,1,after 2015,0,1,10238,11000.0,sedan,5,0,4,Disc,50%,Low,1,1,55,Aggressive,1 car length,1.0,0
504453,2,1,20-29y,high school,working class,0.412721831,0,after 2015,1,1,32765,10000.0,sedan,5,0,2,Drum,90%,Low,1,0,85,Normal,3 car length,0.4,0
789219,0,1,0-9y,none,poverty,0.353591436,0,before 2015,0,0,10238,18000.0,sedan,0,0,0,Drum,50%,Medium,0,0,85,Aggressive,1 car length,0.6,1
1126,2,1,20-29y,university,upper class,0.494258635,1,before 2015,0,1,32765,10000.0,sedan,5,0,1,Drum,50%,High,0,0,90,Normal,1 car length,0.7,0
364765,2,1,0-9y,university,upper class,0.700903983,1,after 2015,1,1,10238,13000.0,sedan,0,0,0,Disc,90%,Medium,0,1,60,Normal,3 car length,0.5,0
759523,3,1,30y+,high school,upper class,0.635786486,1,before 2015,1,1,10238,9000.0,sedan,1,0,4,Drum,50%,High,1,0,85,Normal,1 car length,0.9,0
3141,1,0,0-9y,none,working class,0.50814617,0,before 2015,0,0,10238,16000.0,sedan,0,0,0,Drum,90%,High,0,0,85,Conservative,4 car length,0.7,1
182844,2,1,0-9y,university,upper class,0.5360414,1,before 2015,0,1,32765,7000.0,sedan,0,0,0,Drum,70%,Low,1,1,60,Conservative,1 car length,0.4,1
416575,1,1,10-19y,high school,middle class,0.4410816,1,before 2015,1,1,10238,7000.0,sedan,1,0,5,Drum,90%,High,0,0,55,Normal,1 car length,0.7,0
891508,2,0,20-29y,university,upper class,0.699641565,1,before 2015,1,1,10238,15000.0,sedan,2,0,4,Drum,50%,High,0,1,55,Normal,4 car length,0.6,0
443325,1,1,10-19y,high school,poverty,0.338803706,0,before 2015,1,0,10238,11000.0,sedan,1,0,2,Drum,90%,Low,0,0,40,Normal,4 car length,0.7,1
436675,2,1,20-29y,high school,upper class,0.565003111,1,after 2015,1,0,32765,10000.0,sedan,6,3,1,Disc,10%,High,0,0,70,Normal,2 car length,0.7,0
915389,1,0,10-19y,none,poverty,0.41335901,0,before 2015,1,1,10238,13000.0,sedan,0,0,0,Drum,90%,Medium,0,0,60,Normal,1 car length,0.7,0
176249,2,0,20-29y,high school,upper class,,1,before 2015,1,1,32765,10000.0,sports car,4,0,2,Drum,90%,High,1,0,90,Normal,2 car length,0.6,0
341794,1,0,10-19y,high school,upper class,0.795958183,1,before 2015,1,1,10238,12000.0,sedan,1,0,0,Drum,50%,High,1,1,40,Normal,3 car length,0.6,0
3114,3,0,30y+,university,upper class,0.775747366,1,after 2015,0,1,10238,15000.0,sedan,1,0,0,Drum,90%,High,1,1,70,Aggressive,1 car length,0.7,0
915288,3,0,10-19y,university,upper class,0.823009628,1,before 2015,0,1,10238,12000.0,sedan,0,0,1,Drum,10%,Medium,0,1,90,Normal,1 car length,0.8,0
546758,1,0,10-19y,high school,working class,0.420192831,1,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,90%,High,0,0,70,Conservative,1 car length,0.7,1
452090,0,0,0-9y,none,poverty,0.359924499,0,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,10%,Low,0,0,40,Normal,4 car length,0.4,0
928361,0,1,0-9y,high school,poverty,0.379871356,1,before 2015,0,0,10238,12000.0,sedan,0,0,0,Drum,70%,Medium,0,0,70,Aggressive,4 car length,0.7,1
997578,2,0,20-29y,high school,upper class,0.564637224,1,before 2015,1,1,10238,11000.0,sedan,2,0,3,Drum,70%,Low,1,0,85,Normal,1 car length,0.7,0
940414,1,1,10-19y,none,poverty,0.267850926,1,after 2015,0,1,10238,11000.0,sports car,2,0,1,Disc,70%,Low,0,0,85,Normal,4 car length,0.7,0
902883,0,1,0-9y,university,upper class,0.615431862,1,before 2015,0,0,92101,14000.0,sedan,0,0,0,Drum,70%,High,0,0,70,Conservative,4 car length,0.7,0
156980,2,0,20-29y,university,upper class,0.689458376,1,after 2015,1,1,10238,10000.0,sports car,2,0,0,Disc,50%,Low,1,0,85,Normal,3 car length,0.4,0
813034,1,1,10-19y,high school,poverty,,0,before 2015,0,0,10238,17000.0,sedan,0,0,3,Drum,30%,Low,0,0,85,Conservative,1 car length,0.6,1
618266,0,1,0-9y,high school,working class,0.362401991,1,after 2015,0,0,10238,19000.0,sedan,0,0,0,Disc,30%,Low,0,1,70,Normal,1 car length,0.4,0
605525,1,0,0-9y,high school,working class,0.512574955,1,before 2015,1,0,10238,12000.0,sedan,0,0,0,Drum,30%,Low,0,0,85,Normal,1 car length,0.6,1
14662,0,0,0-9y,none,poverty,0.416212767,1,before 2015,0,1,10238,12000.0,sedan,0,0,0,Drum,50%,Medium,0,0,85,Conservative,4 car length,0.4,0
86519,1,1,10-19y,high school,poverty,0.372324869,0,before 2015,1,1,10238,10000.0,sedan,2,0,3,Drum,90%,High,0,0,90,Normal,4 car length,0.5,1
396921,3,0,0-9y,university,upper class,,1,after 2015,1,1,10238,8000.0,sedan,0,0,0,Drum,10%,Low,1,0,85,Normal,1 car length,0.5,0
453940,0,1,0-9y,none,poverty,0.376817823,1,before 2015,0,1,10238,15000.0,sedan,0,0,0,Drum,30%,Low,0,0,90,Conservative,2 car length,0.5,0
562647,2,0,20-29y,university,upper class,0.653628113,1,before 2015,1,1,32765,11000.0,sedan,1,0,1,Drum,10%,Low,0,0,70,Normal,2 car length,0.4,0
972309,2,0,0-9y,university,upper class,0.660227378,0,before 2015,1,0,10238,15000.0,sedan,0,0,0,Drum,50%,Low,0,0,90,Normal,3 car length,0.7,1
511444,0,1,0-9y,none,poverty,0.3658611,0,before 2015,1,0,10238,,sedan,0,0,0,Drum,70%,Medium,0,0,60,Normal,4 car length,0.4,1
936592,3,0,30y+,university,upper class,0.548690288,1,before 2015,1,1,32765,7000.0,sedan,8,1,3,Drum,70%,High,1,1,90,Aggressive,2 car length,0.8,0
598794,3,1,20-29y,university,upper class,0.565258317,1,before 2015,0,1,10238,11000.0,sedan,0,1,6,Drum,70%,Low,1,0,40,Conservative,3 car length,1.0,0
819023,1,0,10-19y,high school,upper class,0.607489348,1,before 2015,1,0,10238,12000.0,sedan,2,0,2,Drum,70%,High,0,1,90,Normal,4 car length,0.6,0
626387,2,0,20-29y,none,working class,0.415222876,0,before 2015,0,0,10238,13000.0,sedan,0,0,0,Drum,30%,Low,0,0,55,Aggressive,1 car length,0.6,0
247809,2,1,20-29y,university,upper class,0.427971551,0,before 2015,1,0,92101,14000.0,sedan,5,1,1,Drum,10%,Medium,1,0,55,Normal,4 car length,0.6,0
319749,2,1,0-9y,high school,upper class,0.545340699,0,after 2015,1,1,10238,11000.0,sedan,0,0,0,Disc,10%,Medium,0,1,55,Normal,4 car length,0.7,1
893506,3,0,30y+,university,upper class,0.571402373,1,after 2015,0,1,10238,13000.0,sedan,3,1,1,Disc,70%,High,1,0,55,Aggressive,4 car length,0.7,0
550968,0,1,0-9y,university,middle class,0.700326068,1,before 2015,0,0,10238,10000.0,sedan,0,0,0,Drum,50%,Medium,0,0,70,Normal,1 car length,0.4,1
395478,0,1,0-9y,none,poverty,0.411571851,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,10%,Medium,0,0,85,Conservative,3 car length,0.4,1
182758,0,1,0-9y,high school,poverty,,0,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,50%,Medium,0,0,85,Conservative,1 car length,0.5,1
952775,2,1,20-29y,high school,middle class,0.463855483,1,before 2015,0,1,10238,12000.0,sedan,1,1,2,Drum,70%,Medium,0,0,85,Normal,3 car length,0.6,0
413424,2,0,10-19y,university,upper class,,1,after 2015,1,1,32765,4000.0,sedan,2,0,0,Disc,10%,Medium,0,1,85,Normal,1 car length,0.6,0
688393,3,0,30y+,none,middle class,0.502945179,0,after 2015,1,1,10238,,sedan,4,0,3,Disc,70%,High,1,0,55,Normal,3 car length,1.0,0
690238,0,0,0-9y,none,poverty,0.454216459,1,before 2015,0,1,10238,11000.0,sedan,0,0,0,Drum,30%,High,0,0,85,Aggressive,3 car length,0.7,1
743166,2,1,20-29y,university,upper class,0.644447075,1,after 2015,1,1,92101,13000.0,sedan,1,0,0,Drum,50%,Low,0,0,70,Normal,3 car length,0.7,0
355019,1,1,10-19y,university,upper class,0.595437178,1,after 2015,0,1,10238,9000.0,sedan,3,1,2,Drum,70%,High,0,0,70,Aggressive,1 car length,0.4,0
43317,0,0,0-9y,high school,poverty,0.420469077,0,before 2015,0,0,10238,19000.0,sedan,0,0,0,Drum,10%,Low,0,0,70,Aggressive,4 car length,0.4,1
263946,0,0,0-9y,university,working class,0.461407191,1,before 2015,1,1,10238,12000.0,sedan,0,0,0,Drum,10%,Medium,0,0,70,Normal,3 car length,0.6,0
617394,1,0,0-9y,high school,working class,0.55448873,0,before 2015,1,1,10238,11000.0,sedan,0,0,0,Drum,30%,High,0,0,85,Normal,3 car length,0.5,1
778715,1,0,10-19y,high school,working class,0.458634649,1,before 2015,0,1,10238,14000.0,sedan,1,0,0,Drum,70%,Low,0,0,85,Conservative,4 car length,0.7,0
224416,1,0,10-19y,high school,upper class,0.915883183,1,after 2015,0,0,32765,8000.0,sedan,1,0,0,Disc,50%,Low,0,1,55,Aggressive,2 car length,0.7,0
471644,2,0,20-29y,high school,middle class,0.498070135,0,before 2015,1,1,10238,10000.0,sedan,1,2,2,Drum,70%,High,0,0,70,Normal,3 car length,0.7,0
461980,2,1,10-19y,none,upper class,0.542533471,1,before 2015,0,1,10238,15000.0,sedan,1,0,3,Drum,70%,Low,0,0,70,Normal,1 car length,0.4,0
187312,1,1,10-19y,none,middle class,0.382357806,1,before 2015,1,0,32765,9000.0,sedan,5,1,2,Drum,30%,Medium,0,0,70,Normal,3 car length,0.7,1
292609,3,0,10-19y,university,upper class,0.660302789,1,after 2015,1,1,10238,14000.0,sedan,0,0,0,Drum,50%,High,0,0,70,Normal,1 car length,0.5,0
114198,0,0,0-9y,high school,poverty,0.371710389,0,after 2015,0,0,32765,16000.0,sedan,0,0,0,Drum,30%,Low,1,0,55,Conservative,3 car length,0.6,1
615012,3,1,10-19y,high school,working class,0.477054018,1,before 2015,1,1,32765,8000.0,sedan,3,0,2,Drum,30%,High,0,0,40,Normal,2 car length,0.8,0
68672,2,0,20-29y,university,middle class,0.436430932,1,before 2015,0,1,32765,11000.0,sedan,5,1,1,Drum,50%,High,0,0,85,Conservative,2 car length,0.4,0
687969,1,0,10-19y,none,working class,0.460749045,0,after 2015,0,0,10238,17000.0,sedan,0,0,2,Disc,70%,Low,0,1,60,Conservative,2 car length,0.6,1
729416,2,0,10-19y,high school,working class,0.506608218,0,before 2015,1,1,10238,,sports car,1,0,0,Drum,50%,High,0,0,70,Normal,3 car length,0.7,0
208802,1,1,10-19y,none,poverty,0.530237725,1,before 2015,0,0,10238,,sedan,0,0,1,Drum,70%,Low,0,0,90,Aggressive,2 car length,0.6,1
947931,1,0,10-19y,high school,middle class,0.365286624,1,before 2015,1,0,10238,15000.0,sedan,0,2,1,Drum,10%,High,0,0,90,Normal,3 car length,0.7,0
24832,3,1,10-19y,university,upper class,0.512299237,1,after 2015,1,1,32765,8000.0,sedan,3,0,2,Disc,50%,High,0,0,85,Normal,1 car length,0.4,0
403549,2,0,10-19y,university,middle class,0.706127533,1,before 2015,0,0,10238,15000.0,sedan,1,1,0,Drum,70%,High,0,0,60,Aggressive,4 car length,0.6,0
617979,2,1,20-29y,none,working class,0.446912006,1,before 2015,0,0,10238,17000.0,sedan,2,0,1,Drum,10%,High,0,0,70,Conservative,3 car length,0.6,0
113536,2,0,20-29y,high school,working class,0.501352161,0,before 2015,1,1,10238,12000.0,sedan,0,0,0,Drum,90%,Medium,0,0,90,Normal,1 car length,0.6,0
876900,2,1,0-9y,university,upper class,0.57223312,0,after 2015,1,0,10238,15000.0,sedan,0,0,0,Drum,70%,Low,1,1,90,Normal,4 car length,0.7,1
830071,0,1,0-9y,none,working class,0.244328832,1,before 2015,0,1,32765,14000.0,sports car,0,0,0,Drum,50%,Medium,0,0,90,Aggressive,3 car length,0.4,1
735160,3,1,0-9y,university,upper class,0.648295443,1,after 2015,1,1,10238,12000.0,sedan,0,0,0,Drum,10%,Medium,0,1,90,Normal,3 car length,0.7,0
882271,2,1,20-29y,none,poverty,0.400250588,0,before 2015,1,1,10238,10000.0,sedan,1,1,0,Drum,30%,Medium,0,0,90,Normal,1 car length,0.4,0
72781,3,1,30y+,university,upper class,0.663908567,1,after 2015,1,1,10238,11000.0,sedan,5,1,3,Disc,70%,Low,1,1,70,Normal,2 car length,0.8,0
488662,1,0,10-19y,none,middle class,0.638743791,0,before 2015,0,1,10238,,sedan,0,0,1,Drum,70%,Low,0,0,70,Aggressive,1 car length,0.5,0
810101,0,1,0-9y,none,poverty,0.364821205,0,before 2015,1,0,32765,11000.0,sedan,0,0,0,Drum,70%,High,0,0,90,Normal,3 car length,0.7,1
