id,age,gender,driving_experience,education,income,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,brake_type,brake_pad_wear,brake_fluid_level,ABS,traction_control,average_speed,braking_habits,following_distance,brake_response_time,outcome
377194,2,0,20-29y,high school,upper class,1,after 2015,1,1,10238,10000.0,sports car,1,0,2,Disc,70%,Low,0,1,90,Normal,4 car length,0.7,0
716558,3,0,20-29y,university,middle class,1,before 2015,1,1,10238,8000.0,sports car,4,0,3,Drum,90%,High,0,0,70,Normal,1 car length,0.9,0
579005,1,0,10-19y,university,upper class,1,before 2015,1,1,10238,13000.0,sports car,1,0,3,Drum,30%,High,1,1,90,Normal,4 car length,0.4,0
787850,3,1,30y+,university,upper class,1,before 2015,1,1,32765,10000.0,sedan,4,1,5,Drum,30%,High,0,1,40,Normal,4 car length,0.9,0
791808,0,1,0-9y,high school,working class,1,before 2015,1,1,32765,9000.0,sedan,0,0,0,Drum,10%,High,0,0,60,Normal,2 car length,0.6,0
513302,1,1,0-9y,high school,middle class,1,before 2015,1,1,10238,10000.0,sedan,0,0,0,Drum,30%,Low,0,0,90,Normal,2 car length,0.4,1
370440,1,0,10-19y,high school,upper class,1,before 2015,0,0,32765,10000.0,sedan,1,0,1,Drum,90%,High,1,1,85,Normal,1 car length,0.5,0
701556,0,0,0-9y,none,poverty,1,before 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,70%,High,0,0,85,Conservative,1 car length,0.4,1
995469,0,1,0-9y,high school,poverty,0,before 2015,0,0,10238,17000.0,sedan,0,0,0,Drum,90%,Low,0,0,85,Normal,4 car length,0.7,1
83127,1,1,10-19y,university,upper class,1,after 2015,1,1,10238,14000.0,sedan,1,0,2,Disc,90%,High,0,0,70,Normal,4 car length,0.7,0
453152,1,0,10-19y,high school,middle class,0,before 2015,1,1,32765,11000.0,sedan,1,0,0,Drum,70%,Medium,0,0,40,Normal,1 car length,0.7,1
843657,3,1,30y+,high school,upper class,0,before 2015,0,1,10238,11000.0,sedan,6,0,4,Drum,70%,High,1,1,90,Conservative,4 car length,1.0,0
980800,3,1,30y+,university,upper class,1,before 2015,1,1,10238,8000.0,sports car,4,0,8,Drum,70%,High,0,0,90,Normal,4 car length,0.8,0
686824,3,0,10-19y,high school,upper class,1,after 2015,0,1,10238,16000.0,sedan,0,0,0,Disc,30%,Low,0,0,70,Aggressive,1 car length,0.4,0
826103,2,1,20-29y,high school,upper class,1,before 2015,1,1,32765,,sedan,17,2,0,Drum,70%,Medium,1,1,70,Normal,4 car length,0.4,0
157185,2,1,0-9y,university,upper class,1,after 2015,1,0,10238,14000.0,sedan,0,0,0,Disc,10%,Medium,0,1,90,Normal,3 car length,0.5,0
688770,2,1,20-29y,university,upper class,1,after 2015,0,1,10238,11000.0,sedan,5,1,3,Disc,10%,High,1,1,60,Conservative,4 car length,0.6,0
545600,2,0,20-29y,university,upper class,1,after 2015,1,1,10238,12000.0,sports car,1,0,0,Disc,50%,Medium,0,1,70,Normal,4 car length,0.5,0
120411,2,0,20-29y,high school,working class,1,before 2015,0,0,32765,14000.0,sedan,0,2,0,Drum,70%,High,0,0,70,Aggressive,1 car length,0.4,0
840397,1,0,10-19y,university,middle class,0,after 2015,0,1,10238,15000.0,sedan,0,0,0,Drum,90%,Low,0,1,90,Normal,2 car length,0.4,0
919934,1,1,10-19y,university,upper class,1,before 2015,1,0,32765,11000.0,sedan,8,1,1,Drum,90%,Low,0,0,85,Conservative,2 car length,0.5,1
864818,1,1,10-19y,high school,middle class,1,before 2015,1,1,10238,10000.0,sedan,2,0,3,Drum,10%,High,0,0,70,Normal,4 car length,0.5,0
969332,0,0,0-9y,none,working class,1,before 2015,0,0,10238,18000.0,sedan,0,0,0,Drum,50%,Medium,0,0,90,Conservative,2 car length,0.7,1
615462,3,0,10-19y,university,upper class,1,after 2015,0,0,10238,15000.0,sedan,0,0,0,Disc,30%,Medium,0,0,70,Aggressive,3 car length,0.5,0
115809,1,1,10-19y,university,working class,1,before 2015,0,0,10238,,sports car,3,0,1,Drum,10%,Low,0,0,85,Conservative,4 car length,0.4,0
589423,2,0,20-29y,university,upper class,1,before 2015,1,1,10238,14000.0,sedan,0,1,2,Drum,90%,High,1,1,90,Normal,4 car length,0.4,0
112772,3,1,30y+,university,upper class,1,before 2015,0,1,10238,13000.0,sedan,2,1,5,Drum,30%,Medium,1,1,85,Normal,2 car length,0.9,0
96095,0,1,0-9y,none,poverty,1,before 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,70%,High,0,0,85,Aggressive,2 car length,0.4,1
648867,2,1,20-29y,university,upper class,1,after 2015,0,1,10238,,sedan,3,0,1,Disc,30%,Medium,0,0,85,Conservative,2 car length,0.5,0
890246,1,0,0-9y,none,working class,0,before 2015,0,1,10238,12000.0,sedan,0,0,0,Drum,30%,High,0,0,70,Conservative,1 car length,0.4,1
72969,3,1,30y+,university,upper class,1,before 2015,1,1,10238,13000.0,sedan,6,1,4,Drum,70%,Low,0,1,70,Normal,2 car length,0.8,0
830081,1,1,10-19y,university,middle class,1,before 2015,0,1,10238,16000.0,sedan,2,0,2,Drum,50%,Medium,0,0,90,Conservative,4 car length,0.5,0
401166,3,0,30y+,university,upper class,1,before 2015,1,1,32765,9000.0,sedan,3,1,2,Drum,90%,High,1,0,90,Normal,4 car length,0.8,0
311925,2,0,20-29y,university,upper class,1,before 2015,1,1,10238,13000.0,sedan,0,0,0,Drum,50%,Low,1,1,60,Normal,3 car length,0.7,0
956829,2,1,20-29y,university,upper class,1,after 2015,0,1,10238,,sedan,3,1,1,Drum,30%,Medium,0,1,60,Conservative,4 car length,0.4,0
681372,1,1,10-19y,university,middle class,0,after 2015,0,0,10238,15000.0,sedan,1,0,0,Disc,30%,Medium,1,0,90,Normal,3 car length,0.6,0
282068,1,0,0-9y,university,upper class,1,after 2015,0,1,10238,13000.0,sedan,0,0,0,Disc,90%,High,0,0,85,Normal,3 car length,0.5,0
893456,0,0,0-9y,high school,middle class,1,before 2015,0,0,10238,13000.0,sedan,0,0,0,Drum,70%,Medium,0,0,60,Aggressive,4 car length,0.5,0
937991,2,0,20-29y,high school,middle class,0,before 2015,0,0,32765,13000.0,sedan,2,0,0,Drum,90%,Low,0,0,70,Normal,2 car length,0.4,0
764041,3,0,30y+,university,upper class,1,before 2015,1,0,32765,,sedan,9,1,2,Drum,90%,Medium,1,1,70,Conservative,2 car length,0.8,0
566824,1,0,0-9y,high school,poverty,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,70%,Medium,0,0,70,Normal,4 car length,0.6,1
488206,2,1,20-29y,high school,working class,0,before 2015,1,1,10238,8000.0,sedan,1,1,4,Drum,90%,High,0,0,60,Normal,2 car length,0.6,0
813442,2,1,10-19y,none,working class,1,before 2015,1,1,32765,10000.0,sedan,1,1,1,Drum,70%,Low,0,0,70,Normal,1 car length,0.5,0
982824,1,0,10-19y,university,upper class,1,before 2015,1,1,32765,9000.0,sedan,2,0,3,Drum,30%,Medium,0,1,70,Normal,3 car length,0.4,0
93794,1,0,10-19y,none,working class,1,after 2015,1,1,92101,13000.0,sedan,0,0,1,Drum,70%,High,1,0,40,Normal,4 car length,0.4,0
313846,0,1,0-9y,high school,poverty,0,before 2015,0,0,32765,10000.0,sedan,0,0,0,Drum,70%,Medium,0,0,70,Normal,4 car length,0.5,1
519982,0,0,0-9y,none,poverty,1,before 2015,1,1,10238,9000.0,sedan,0,0,0,Drum,30%,High,0,0,60,Normal,3 car length,0.4,0
510135,2,0,0-9y,high school,upper class,1,before 2015,0,1,10238,9000.0,sedan,0,0,0,Drum,30%,Medium,0,0,60,Normal,1 car length,0.6,1
390703,1,1,10-19y,university,middle class,0,before 2015,0,1,10238,9000.0,sedan,1,0,2,Drum,50%,Low,0,0,85,Normal,3 car length,0.4,1
750372,2,0,20-29y,university,upper class,1,after 2015,0,1,10238,13000.0,sedan,0,0,0,Disc,30%,Medium,0,1,55,Aggressive,3 car length,0.6,0
587909,2,0,20-29y,university,upper class,0,after 2015,0,1,10238,12000.0,sedan,0,0,0,Disc,70%,High,1,1,70,Conservative,4 car length,0.5,0
257044,0,0,0-9y,high school,upper class,1,after 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,50%,Low,0,1,55,Normal,3 car length,0.5,0
90176,0,1,0-9y,none,poverty,0,before 2015,0,1,10238,9000.0,sedan,0,0,0,Drum,90%,Medium,0,0,90,Normal,3 car length,0.5,1
737176,3,1,10-19y,high school,middle class,1,after 2015,1,1,10238,13000.0,sedan,2,0,0,Drum,70%,Medium,0,1,70,Normal,3 car length,0.7,0
560952,2,1,0-9y,high school,poverty,1,before 2015,1,1,10238,12000.0,sedan,0,0,0,Drum,30%,High,0,0,40,Normal,1 car length,0.6,0
481909,2,1,0-9y,high school,upper class,1,after 2015,1,1,10238,5000.0,sedan,0,0,0,Drum,10%,High,0,0,60,Normal,1 car length,0.5,0
75063,2,0,10-19y,university,upper class,1,after 2015,0,1,92101,10000.0,sedan,1,0,0,Disc,90%,High,1,0,40,Conservative,4 car length,0.7,0
618741,2,0,20-29y,high school,upper class,1,before 2015,1,1,10238,14000.0,sports car,0,0,0,Drum,10%,Medium,1,0,60,Normal,2 car length,0.4,0
514856,3,0,10-19y,university,upper class,1,before 2015,1,1,10238,8000.0,sedan,1,1,0,Drum,90%,Medium,1,1,70,Normal,1 car length,0.9,0
388712,2,1,20-29y,high school,upper class,1,before 2015,1,0,10238,12000.0,sedan,6,0,1,Drum,70%,Medium,0,1,85,Normal,2 car length,0.7,0
25949,1,1,10-19y,high school,working class,0,before 2015,1,0,10238,12000.0,sedan,3,0,3,Drum,50%,Medium,0,0,85,Normal,1 car length,0.5,1
502785,1,1,10-19y,university,upper class,1,before 2015,1,1,10238,7000.0,sports car,1,0,0,Drum,30%,Low,1,1,70,Normal,3 car length,0.4,0
658244,1,1,0-9y,university,upper class,1,before 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,30%,Medium,0,0,85,Conservative,3 car length,0.6,1
141211,2,0,20-29y,high school,upper class,1,after 2015,0,1,10238,15000.0,sedan,1,0,0,Disc,30%,Medium,1,0,85,Aggressive,2 car length,0.5,0
456287,1,1,10-19y,high school,working class,1,after 2015,0,0,10238,14000.0,sedan,3,0,2,Drum,30%,High,0,0,55,Normal,4 car length,0.7,0
474830,3,1,30y+,high school,upper class,1,after 2015,1,1,32765,9000.0,sedan,5,2,4,Drum,30%,High,1,1,85,Normal,2 car length,0.9,0
10358,2,1,20-29y,high school,upper class,1,after 2015,1,1,10238,7000.0,sedan,3,1,6,Disc,90%,High,1,0,40,Normal,3 car length,0.6,0
315540,3,1,10-19y,university,upper class,1,after 2015,1,1,10238,11000.0,sedan,1,0,1,Disc,90%,High,0,0,85,Normal,3 car length,0.6,0
496174,3,0,10-19y,university,upper class,1,after 2015,1,1,10238,,sedan,0,0,0,Drum,30%,High,1,0,55,Normal,2 car length,0.9,0
67486,1,1,10-19y,high school,working class,0,after 2015,0,0,10238,15000.0,sedan,1,0,0,Disc,10%,High,0,1,85,Normal,2 car length,0.5,0
591890,0,1,0-9y,high school,working class,1,after 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,70%,High,0,1,60,Aggressive,4 car length,0.6,0
70495,1,1,10-19y,university,middle class,1,after 2015,0,1,10238,11000.0,sedan,0,2,2,Drum,10%,Low,1,0,70,Normal,1 car length,0.6,0
310357,0,0,0-9y,none,poverty,1,before 2015,1,0,32765,9000.0,sedan,0,0,0,Drum,30%,High,0,0,85,Normal,4 car length,0.4,0
740462,1,1,0-9y,high school,middle class,1,before 2015,1,1,32765,9000.0,sedan,0,0,0,Drum,70%,Low,0,0,60,Normal,3 car length,0.6,1
609610,0,0,0-9y,none,poverty,0,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,10%,Low,0,0,70,Aggressive,1 car length,0.6,0
395965,2,1,10-19y,university,upper class,1,before 2015,1,1,10238,9000.0,sedan,3,0,1,Drum,90%,High,0,1,90,Normal,1 car length,0.6,0
466727,3,0,30y+,university,upper class,1,before 2015,1,1,10238,8000.0,sedan,4,0,2,Drum,70%,Low,0,1,90,Normal,2 car length,0.8,0
462639,1,1,10-19y,university,upper class,1,after 2015,0,0,10238,17000.0,sedan,0,0,2,Drum,90%,High,0,1,40,Aggressive,1 car length,0.6,0
960726,0,0,0-9y,none,working class,1,before 2015,0,1,10238,,sports car,0,0,0,Drum,70%,Low,0,0,70,Conservative,2 car length,0.7,1
520937,1,1,10-19y,none,poverty,0,before 2015,1,1,10238,14000.0,sedan,1,0,0,Drum,10%,High,0,0,85,Normal,2 car length,0.7,0
114270,0,1,0-9y,university,upper class,1,before 2015,1,0,10238,9000.0,sedan,0,0,0,Drum,50%,Low,0,1,60,Normal,1 car length,0.6,0
846279,2,1,20-29y,high school,upper class,1,before 2015,1,1,10238,11000.0,sedan,2,2,0,Drum,70%,Low,1,1,85,Normal,3 car length,0.6,0
498216,0,0,0-9y,none,poverty,0,before 2015,1,1,10238,10000.0,sedan,0,0,0,Drum,70%,Medium,0,0,70,Normal,2 car length,0.7,1
181238,2,1,20-29y,high school,upper class,1,after 2015,1,1,32765,5000.0,sedan,6,0,1,Disc,30%,Low,1,0,55,Normal,1 car length,0.5,0
489213,3,1,0-9y,university,upper class,1,before 2015,1,1,32765,5000.0,sports car,0,0,0,Drum,30%,High,1,0,55,Normal,4 car length,1.0,0
853899,2,1,0-9y,none,poverty,1,before 2015,0,1,32765,9000.0,sedan,0,0,0,Drum,50%,High,0,0,60,Normal,3 car length,0.6,1
906732,2,1,20-29y,high school,middle class,1,after 2015,1,1,10238,6000.0,sedan,2,0,4,Disc,30%,Medium,1,0,70,Normal,3 car length,0.5,0
418029,0,1,0-9y,none,poverty,0,before 2015,1,0,10238,14000.0,sedan,0,0,0,Drum,10%,Low,0,0,90,Normal,3 car length,0.6,1
440763,3,0,20-29y,university,upper class,1,before 2015,1,1,10238,7000.0,sedan,2,0,1,Drum,10%,High,0,1,85,Normal,2 car length,0.9,0
17079,1,1,0-9y,none,poverty,0,before 2015,0,0,10238,13000.0,sedan,0,0,0,Drum,70%,Medium,0,0,40,Aggressive,1 car length,0.7,1
18706,1,1,10-19y,university,middle class,1,before 2015,1,0,10238,14000.0,sedan,1,0,2,Drum,90%,High,0,0,90,Normal,3 car length,0.5,0
468679,0,0,0-9y,high school,working class,0,before 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,90%,Low,0,0,55,Normal,2 car length,0.5,1
764148,0,0,0-9y,university,working class,0,before 2015,1,1,10238,14000.0,sedan,0,0,0,Drum,90%,Low,0,0,70,Normal,2 car length,0.4,1
979921,3,0,0-9y,university,upper class,1,before 2015,1,1,10238,12000.0,sedan,0,0,0,Drum,90%,Low,1,0,70,Normal,2 car length,0.9,0
529826,2,1,20-29y,none,working class,0,before 2015,1,1,10238,10000.0,sedan,0,1,4,Drum,10%,High,0,0,90,Normal,4 car length,0.7,0
667847,3,1,20-29y,high school,upper class,1,after 2015,1,1,10238,11000.0,sedan,7,0,3,Drum,50%,Low,0,0,70,Normal,1 car length,1.0,0
279295,3,0,10-19y,university,upper class,1,before 2015,1,1,32765,6000.0,sedan,1,0,0,Drum,70%,Medium,1,1,70,Normal,1 car length,0.9,0
472475,0,0,0-9y,high school,poverty,1,before 2015,0,0,32765,13000.0,sedan,0,0,0,Drum,30%,Low,0,0,90,Conservative,4 car length,0.6,1
76071,2,1,20-29y,university,upper class,1,after 2015,0,1,10238,18000.0,sedan,1,0,1,Disc,90%,High,0,1,90,Conservative,1 car length,0.5,0
310609,3,1,30y+,university,upper class,0,after 2015,1,1,32765,8000.0,sedan,15,1,3,Disc,50%,Medium,1,0,70,Normal,1 car length,0.9,0
277926,1,1,10-19y,high school,upper class,1,after 2015,0,1,32765,13000.0,sedan,4,0,2,Disc,10%,High,0,0,70,Normal,2 car length,0.5,1
571560,1,1,10-19y,none,poverty,0,before 2015,0,1,10238,14000.0,sedan,2,0,0,Drum,70%,Low,0,0,90,Conservative,2 car length,0.4,1
708364,3,1,10-19y,university,upper class,1,after 2015,1,0,32765,11000.0,sedan,0,0,1,Disc,30%,High,0,0,70,Normal,2 car length,0.9,0
733548,2,0,20-29y,high school,middle class,1,before 2015,1,1,10238,12000.0,sedan,2,0,4,Drum,70%,Medium,0,0,90,Normal,4 car length,0.5,0
747665,2,1,20-29y,high school,upper class,1,before 2015,1,1,10238,7000.0,sedan,2,0,1,Drum,10%,High,1,0,85,Normal,4 car length,0.7,0
866874,3,0,0-9y,university,upper class,1,before 2015,1,1,21217,8000.0,sedan,0,0,0,Drum,70%,High,1,1,85,Normal,1 car length,0.8,1
91104,0,1,0-9y,university,upper class,1,before 2015,0,1,32765,11000.0,sedan,0,0,0,Drum,50%,Low,0,1,55,Aggressive,1 car length,0.6,1
304877,1,0,10-19y,high school,working class,0,after 2015,0,0,32765,11000.0,sedan,2,1,0,Drum,50%,High,1,0,70,Aggressive,3 car length,0.4,0
432729,0,1,0-9y,university,working class,1,before 2015,0,0,10238,16000.0,sedan,0,0,0,Drum,50%,High,0,0,90,Normal,1 car length,0.5,1
12020,0,1,0-9y,none,poverty,0,before 2015,0,1,21217,13000.0,sedan,0,0,0,Drum,50%,Medium,0,0,70,Aggressive,3 car length,0.6,1
496624,2,0,0-9y,university,upper class,0,before 2015,1,1,10238,10000.0,sedan,0,0,0,Drum,90%,High,1,1,60,Normal,4 car length,0.7,0
94813,2,1,0-9y,high school,middle class,1,before 2015,1,1,10238,13000.0,sedan,0,0,0,Drum,30%,Medium,0,0,85,Normal,4 car length,0.6,0
298482,3,1,0-9y,university,upper class,1,after 2015,0,1,10238,10000.0,sedan,0,0,0,Disc,10%,High,0,0,40,Normal,1 car length,1.0,0
962343,3,1,0-9y,university,upper class,1,before 2015,1,0,10238,12000.0,sedan,0,0,0,Drum,70%,Medium,0,1,70,Normal,1 car length,0.9,0
558724,2,1,20-29y,university,middle class,0,before 2015,0,1,10238,13000.0,sports car,1,0,3,Drum,30%,Medium,0,0,90,Aggressive,2 car length,0.4,0
218261,3,1,0-9y,university,upper class,1,after 2015,1,1,10238,10000.0,sedan,0,0,0,Disc,70%,Low,0,0,90,Normal,2 car length,0.5,0
257758,1,0,10-19y,high school,middle class,1,before 2015,1,0,21217,12000.0,sports car,0,0,1,Drum,50%,High,0,0,40,Normal,1 car length,0.4,1
224969,2,0,20-29y,high school,upper class,1,before 2015,1,1,10238,14000.0,sedan,0,0,0,Drum,50%,High,1,1,60,Normal,4 car length,0.4,0
358849,3,1,20-29y,university,upper class,1,before 2015,1,1,32765,10000.0,sedan,4,1,0,Drum,90%,Medium,1,0,85,Normal,4 car length,0.8,0
755962,2,0,10-19y,university,middle class,1,before 2015,1,1,10238,11000.0,sedan,0,0,2,Drum,50%,Low,0,0,40,Normal,3 car length,0.6,0
404091,3,1,30y+,university,upper class,1,before 2015,1,1,10238,12000.0,sedan,2,1,8,Drum,10%,High,0,1,55,Normal,2 car length,1.0,0
892717,3,1,30y+,university,upper class,1,after 2015,1,1,10238,12000.0,sedan,6,0,8,Disc,50%,Medium,1,0,85,Normal,3 car length,1.0,0
640704,0,0,0-9y,high school,working class,1,before 2015,1,0,32765,11000.0,sedan,0,0,0,Drum,10%,Low,0,0,85,Normal,1 car length,0.4,0
887420,2,0,20-29y,high school,middle class,1,after 2015,1,1,10238,10000.0,sedan,0,0,0,Disc,50%,High,0,0,60,Normal,4 car length,0.5,0
949583,0,0,0-9y,high school,poverty,0,after 2015,0,0,92101,17000.0,sedan,0,0,0,Drum,30%,Medium,0,0,90,Aggressive,1 car length,0.5,1
714752,0,1,0-9y,university,working class,0,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,30%,Low,0,0,85,Conservative,2 car length,0.6,1
791033,1,0,0-9y,university,upper class,1,after 2015,1,1,32765,,sedan,0,0,0,Drum,50%,Low,1,0,60,Normal,3 car length,0.6,0
43685,3,1,0-9y,university,upper class,0,after 2015,1,1,10238,,sedan,0,0,0,Disc,10%,Medium,1,1,55,Normal,1 car length,0.9,1
522259,1,0,10-19y,high school,working class,1,before 2015,0,1,32765,11000.0,sedan,3,1,0,Drum,10%,Low,0,0,40,Conservative,2 car length,0.7,1
423543,3,0,20-29y,high school,upper class,1,after 2015,1,1,10238,13000.0,sedan,0,0,1,Disc,10%,Low,0,1,55,Normal,2 car length,1.0,0
988365,2,0,20-29y,high school,middle class,1,before 2015,0,1,32765,,sedan,1,1,0,Drum,50%,Medium,0,0,55,Conservative,4 car length,0.5,0
768291,2,1,10-19y,high school,upper class,1,after 2015,1,0,32765,,sedan,3,0,1,Drum,10%,Medium,1,1,85,Normal,2 car length,0.6,0
945997,0,0,0-9y,high school,poverty,1,before 2015,0,0,32765,10000.0,sedan,0,0,0,Drum,70%,High,0,0,85,Conservative,2 car length,0.4,0
532888,2,1,20-29y,none,working class,1,before 2015,1,0,10238,14000.0,sedan,1,2,3,Drum,50%,High,0,0,85,Normal,1 car length,0.6,0
264228,2,0,20-29y,university,upper class,0,before 2015,1,1,10238,14000.0,sedan,1,0,1,Drum,90%,Medium,1,0,70,Normal,4 car length,0.7,0
366732,2,0,20-29y,high school,middle class,1,before 2015,0,1,32765,6000.0,sedan,4,1,2,Drum,50%,Medium,0,0,70,Aggressive,3 car length,0.4,0
89918,2,0,20-29y,university,upper class,1,before 2015,0,1,32765,12000.0,sedan,0,1,0,Drum,70%,Medium,1,1,85,Aggressive,2 car length,0.6,0
890870,3,0,30y+,university,upper class,1,after 2015,0,1,10238,15000.0,sedan,0,1,3,Disc,30%,High,1,1,85,Aggressive,3 car length,0.7,0
871129,1,0,10-19y,university,upper class,1,before 2015,1,0,10238,14000.0,sedan,2,0,1,Drum,90%,Low,0,0,70,Normal,1 car length,0.4,0
139118,0,0,0-9y,university,poverty,0,before 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,10%,Low,0,0,85,Normal,3 car length,0.7,1
616159,0,0,0-9y,none,poverty,0,before 2015,0,0,32765,11000.0,sedan,0,0,0,Drum,90%,Medium,0,0,85,Conservative,3 car length,0.6,1
661353,2,0,20-29y,none,working class,1,before 2015,0,1,32765,12000.0,sedan,4,0,1,Drum,50%,Medium,0,0,70,Conservative,2 car length,0.4,0
483827,0,0,0-9y,none,poverty,0,before 2015,0,0,32765,11000.0,sedan,0,0,0,Drum,70%,Medium,0,0,55,Aggressive,4 car length,0.7,1
660455,1,0,10-19y,none,poverty,1,before 2015,0,0,10238,19000.0,sedan,0,0,0,Drum,10%,Low,0,0,60,Normal,3 car length,0.5,0
248605,2,0,20-29y,none,middle class,0,after 2015,0,1,10238,15000.0,sedan,1,0,1,Drum,90%,Low,0,0,70,Normal,3 car length,0.7,0
521188,1,1,10-19y,university,upper class,1,after 2015,1,0,10238,15000.0,sedan,0,0,2,Disc,70%,Medium,0,1,90,Normal,2 car length,0.4,0
856124,0,0,0-9y,none,poverty,0,before 2015,0,0,32765,12000.0,sedan,0,0,0,Drum,30%,Low,0,0,85,Conservative,2 car length,0.7,1
259799,0,0,0-9y,none,poverty,0,before 2015,0,1,32765,10000.0,sedan,0,0,0,Drum,10%,Low,0,0,85,Aggressive,1 car length,0.4,0
113142,2,1,20-29y,high school,upper class,1,after 2015,0,1,32765,9000.0,sedan,9,0,3,Disc,10%,Medium,0,1,55,Aggressive,1 car length,0.6,0
636047,0,0,0-9y,none,poverty,0,before 2015,0,0,10238,18000.0,sedan,0,0,0,Drum,50%,High,0,0,90,Conservative,3 car length,0.5,1
18301,1,1,10-19y,high school,middle class,1,before 2015,1,0,10238,14000.0,sedan,4,0,2,Drum,50%,High,0,0,60,Normal,2 car length,0.6,1
659001,2,1,0-9y,high school,upper class,1,after 2015,1,1,10238,10000.0,sedan,0,0,0,Drum,10%,Low,0,0,55,Normal,2 car length,0.4,0
568922,3,0,20-29y,university,upper class,1,after 2015,1,1,10238,12000.0,sedan,4,0,3,Disc,50%,High,1,0,70,Normal,3 car length,0.4,0
785595,3,0,30y+,high school,middle class,1,after 2015,1,1,10238,11000.0,sedan,3,0,3,Drum,10%,Low,0,1,90,Normal,4 car length,0.4,0
637023,3,0,20-29y,university,upper class,1,before 2015,1,0,32765,10000.0,sedan,5,0,1,Drum,90%,High,0,1,90,Normal,4 car length,0.8,0
737043,3,0,30y+,university,upper class,1,before 2015,0,0,10238,,sedan,3,0,5,Drum,70%,Low,0,0,70,Normal,2 car length,0.9,0
676194,1,1,10-19y,university,working class,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,30%,Low,0,0,85,Aggressive,3 car length,0.6,0
789708,2,0,20-29y,none,working class,1,before 2015,1,1,10238,12000.0,sedan,0,1,0,Drum,70%,Medium,0,0,70,Normal,4 car length,0.7,0
288207,0,1,0-9y,none,poverty,0,before 2015,0,1,92101,12000.0,sedan,0,0,0,Drum,70%,Low,0,0,70,Conservative,3 car length,0.4,1
995275,1,1,10-19y,university,poverty,0,before 2015,0,1,10238,11000.0,sedan,1,0,1,Drum,30%,Medium,0,0,55,Aggressive,4 car length,0.7,0
408168,1,1,10-19y,university,middle class,1,after 2015,0,1,10238,9000.0,sedan,3,0,1,Disc,90%,High,0,0,90,Aggressive,2 car length,0.7,0
432541,2,0,20-29y,high school,upper class,1,before 2015,1,1,32765,8000.0,sedan,5,0,2,Drum,90%,High,1,0,70,Normal,3 car length,0.7,0
23145,3,0,10-19y,none,middle class,1,before 2015,1,1,10238,10000.0,sports car,2,0,3,Drum,70%,High,0,0,60,Normal,2 car length,1.0,0
453538,3,1,20-29y,university,upper class,1,after 2015,0,1,10238,11000.0,sedan,7,0,4,Disc,50%,Medium,1,0,40,Conservative,3 car length,0.9,0
684447,1,0,0-9y,none,poverty,0,before 2015,0,0,10238,11000.0,sedan,0,0,0,Drum,70%,Medium,0,0,90,Aggressive,3 car length,0.6,1
440312,1,0,10-19y,high school,working class,0,after 2015,0,1,32765,9000.0,sedan,2,0,0,Drum,90%,Low,0,0,85,Aggressive,3 car length,0.6,1
105877,2,1,10-19y,university,upper class,0,after 2015,0,1,10238,8000.0,sedan,1,0,2,Disc,10%,Medium,1,0,70,Conservative,3 car length,0.7,0
659705,0,0,0-9y,high school,poverty,0,before 2015,0,1,32765,10000.0,sports car,0,0,0,Drum,10%,Low,0,0,55,Aggressive,1 car length,0.5,1
636314,2,1,0-9y,university,middle class,1,before 2015,1,0,32765,14000.0,sedan,0,0,0,Drum,50%,High,0,0,90,Normal,4 car length,0.6,1
239209,3,1,30y+,high school,upper class,1,before 2015,0,1,10238,12000.0,sedan,6,0,7,Drum,90%,Medium,1,0,70,Aggressive,1 car length,1.0,0
768223,0,0,0-9y,university,middle class,1,before 2015,0,0,10238,17000.0,sedan,0,0,0,Drum,50%,Low,0,0,70,Normal,1 car length,0.5,1
66367,1,1,10-19y,high school,poverty,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,50%,Medium,0,0,70,Conservative,1 car length,0.5,0
729922,2,0,10-19y,high school,upper class,1,after 2015,1,1,10238,11000.0,sedan,2,0,2,Disc,90%,High,1,1,90,Normal,1 car length,0.7,0
54590,1,0,0-9y,high school,working class,1,before 2015,1,1,10238,11000.0,sedan,0,0,0,Drum,10%,Low,0,0,40,Normal,3 car length,0.6,1
187326,0,0,0-9y,none,poverty,1,before 2015,0,0,10238,12000.0,sedan,0,0,0,Drum,50%,Medium,0,0,85,Aggressive,1 car length,0.6,1
60668,1,1,0-9y,university,middle class,0,before 2015,0,0,10238,,sedan,0,0,0,Drum,90%,High,0,0,70,Conservative,2 car length,0.5,1
141139,2,0,20-29y,none,working class,1,before 2015,0,1,32765,9000.0,sedan,3,0,0,Drum,90%,High,0,0,55,Normal,3 car length,0.6,0
